lumpy,x,y,cld,dtr,frs,pet,pre,tmn
0,88.25,40.25,35.9,13.8,31.0,0.5,0.0,-17.2
0,119.25,63.25,61.2,7.2,31.0,0.0,15.6,-35.1
0,126.75,54.75,50.0,10.5,31.0,0.0,2.9,-32.7
0,16.25,-24.75,38.8,16.4,0.0,6.6,34.0,16.7
0,133.25,59.75,66.2,6.5,31.0,0.0,6.8,-39.8
0,41.75,50.75,78.6,5.5,30.41,0.3,40.3,-10.9
0,80.25,67.25,89.3,5.9,31.0,0.0,32.3,-25.0
0,99.25,58.75,69.0,8.9,31.0,0.0,9.7,-33.3
0,139.25,63.75,55.8,7.9,31.0,0.0,1.2,-49.4
0,104.75,62.25,73.5,9.1,31.0,0.1,10.2,-38.2
0,144.75,69.75,62.1,7.5,31.0,0.0,17.9,-40.3
1,20.24602,40.02238,72.5,7.5,23.8,0.8,110.7,-2.7
0,113.25,30.75,65.9,6.7,22.97,1.2,12.2,-2.0
0,74.25,38.75,46.9,9.9,31.0,0.6,11.5,-21.9
0,38.25,31.25,37.3,11.8,6.27,2.2,4.9,4.6
1,20.047068,42.250658,82.0,6.0,26.09,0.7,71.6,-4.8
0,45.75,66.25,86.8,8.0,31.0,0.1,36.7,-20.7
0,50.75,47.75,68.3,7.8,30.7,0.4,13.6,-11.8
0,105.25,74.75,53.3,6.1,31.0,0.0,16.6,-34.8
0,99.25,74.25,53.0,6.7,31.0,0.0,21.4,-33.1
0,49.25,39.25,65.7,8.1,13.12,0.8,24.3,1.8
0,-179.75,65.25,67.2,7.7,31.0,0.0,45.4,-20.6
0,106.75,33.25,66.5,6.4,25.36,0.9,4.6,-4.1
0,94.25,66.75,74.2,6.5,31.0,0.1,21.2,-34.4
1,76.867777,55.05673,47.8,8.1,31.0,0.0,5.4,-26.8
0,81.25,54.75,57.8,8.2,31.0,0.0,7.8,-27.1
0,109.75,52.75,38.6,11.2,31.0,0.1,3.0,-37.3
0,160.75,67.25,73.3,8.7,31.0,0.1,9.3,-33.9
1,20.403374,41.721499,81.0,6.6,24.49,0.8,79.1,-3.3
0,44.25,58.25,80.0,5.8,31.0,0.0,45.0,-14.9
0,55.25,54.25,68.7,7.8,31.0,0.2,21.8,-18.9
0,95.25,67.25,72.4,7.0,31.0,0.1,18.9,-34.9
0,89.25,60.75,71.9,7.6,31.0,0.0,22.2,-28.7
0,81.25,39.75,46.0,13.7,31.0,0.5,0.1,-16.7
0,94.25,41.25,29.5,13.7,31.0,0.5,1.0,-19.3
0,103.25,33.25,53.7,17.1,31.0,1.2,5.2,-16.5
0,47.25,54.25,73.0,5.9,31.0,0.2,52.0,-14.5
0,71.25,48.25,33.5,10.2,31.0,0.1,6.2,-22.6
0,128.25,71.75,58.9,5.8,31.0,0.0,21.1,-45.0
0,49.75,36.75,56.4,9.7,29.66,0.9,44.3,-9.3
0,35.25,58.75,90.9,6.0,30.88,0.1,56.5,-12.6
0,50.75,68.25,81.8,7.9,31.0,0.0,28.6,-22.3
0,78.75,70.75,78.6,7.1,31.0,0.0,37.6,-25.5
0,106.75,25.75,87.2,3.9,12.07,1.3,17.7,2.2
0,79.25,21.25,14.3,15.3,0.0,3.2,0.0,12.5
0,72.75,46.25,30.7,10.0,31.0,0.2,7.7,-18.0
0,77.25,49.75,38.7,10.4,31.0,0.3,4.9,-27.5
0,116.25,59.25,73.0,8.6,31.0,0.1,7.9,-38.5
0,71.75,27.75,20.3,17.5,5.03,2.2,0.4,5.2
1,23.9811,40.0364,69.8,6.5,10.78,0.9,53.7,2.7
1,20.312419,42.135139,82.0,6.0,26.09,0.7,71.6,-4.8
1,24.087222,41.989444,78.0,6.6,27.32,1.0,41.4,-6.1
0,78.75,28.75,42.8,14.0,2.75,1.9,8.2,6.5
0,35.75,53.25,81.9,4.9,30.08,0.1,37.3,-10.1
0,60.25,57.75,67.0,6.9,31.0,0.0,18.0,-19.5
0,-10.75,11.25,45.3,16.2,0.0,4.7,0.0,17.8
0,97.25,49.75,30.8,11.5,31.0,0.1,8.0,-42.9
0,157.25,64.75,79.0,8.5,31.0,0.1,15.9,-34.4
1,19.860373,42.837934,78.7,5.8,27.59,0.9,65.2,-6.4
0,134.25,45.75,41.3,8.0,31.0,0.2,8.9,-22.8
0,65.75,53.25,31.6,8.7,31.0,0.0,3.5,-24.4
0,96.75,51.25,38.8,11.6,31.0,0.0,11.0,-40.7
1,22.33103,42.57253,83.9,6.2,26.19,0.7,28.7,-4.9
0,55.75,70.75,76.8,8.3,31.0,0.0,16.7,-24.9
0,79.25,39.25,43.0,12.3,31.0,0.5,0.0,-14.1
0,78.25,36.75,50.5,11.6,31.0,0.8,2.4,-18.5
0,29.75,24.25,26.7,16.4,3.39,3.3,0.0,6.1
0,36.75,26.75,30.0,11.9,0.0,3.8,0.0,10.2
0,141.75,61.25,52.3,7.7,31.0,0.0,6.0,-40.3
0,53.25,30.75,42.2,13.9,25.25,1.9,46.1,-4.0
0,126.25,64.75,66.2,6.2,31.0,0.0,11.3,-40.2
0,49.25,54.25,71.9,5.9,31.0,0.1,46.6,-15.1
0,67.75,54.25,45.3,8.6,31.0,0.1,3.2,-25.1
0,91.75,40.25,33.6,14.0,31.0,0.3,0.5,-16.0
0,53.25,42.75,70.6,7.7,26.87,0.8,8.3,-5.6
0,139.75,72.25,56.0,6.9,31.0,0.0,9.4,-44.9
0,54.75,27.75,44.4,11.8,2.31,2.3,55.2,6.8
0,57.75,55.25,62.1,8.7,31.0,0.1,14.8,-21.8
0,81.25,7.75,51.0,6.7,0.0,4.2,284.9,22.8
0,121.25,49.75,27.7,12.2,31.0,0.2,1.7,-33.3
0,98.25,69.25,61.0,7.7,31.0,0.0,15.6,-37.8
0,129.75,58.75,73.6,7.0,31.0,0.0,13.1,-36.6
0,19.75,-21.25,61.3,13.5,0.0,4.5,101.9,18.6
0,91.25,29.25,30.5,17.6,31.0,1.6,0.0,-15.2
0,12.25,-15.25,70.0,8.0,0.0,3.4,17.0,18.2
0,145.25,63.25,63.4,8.3,31.0,0.0,8.4,-43.4
0,101.75,33.75,47.8,19.4,31.0,1.1,3.3,-20.2
0,15.25,-9.75,82.5,10.1,0.0,3.1,33.9,17.4
0,63.25,43.75,51.1,9.5,30.65,0.7,4.9,-11.6
0,178.25,64.25,50.2,7.9,31.0,0.0,37.8,-20.3
1,25.7706,41.1078,72.7,6.9,22.25,0.8,45.2,-1.7
0,149.25,70.75,72.3,8.1,31.0,0.1,20.8,-36.6
0,18.25,-15.75,72.5,12.6,0.0,3.6,176.0,16.8
1,20.03414,39.98679,66.7,8.6,12.33,0.8,150.9,2.1
0,97.25,59.75,72.9,7.8,31.0,0.1,14.0,-33.3
0,53.75,60.25,74.1,6.5,31.0,0.0,52.1,-17.9
0,72.25,22.75,14.5,16.6,0.0,3.6,0.0,11.3
0,78.75,50.25,46.1,10.0,31.0,0.1,5.2,-25.4
0,175.25,63.75,57.8,8.6,31.0,0.0,33.5,-22.6
0,134.75,52.75,45.0,11.6,31.0,0.0,6.0,-36.4
0,76.25,23.25,10.3,15.9,0.19,3.1,0.0,9.1
0,35.75,32.75,56.2,8.2,1.21,1.6,87.2,7.7
0,102.25,59.25,70.4,10.4,31.0,0.0,9.4,-36.2
0,154.75,68.25,84.7,8.7,31.0,0.0,14.9,-36.9
0,89.75,62.75,80.4,7.3,31.0,0.0,23.8,-29.8
0,118.25,58.75,72.0,8.7,31.0,0.0,7.3,-34.9
0,92.75,20.75,25.3,12.4,0.0,2.7,4.1,14.0
0,57.25,35.75,51.4,10.3,19.24,1.3,16.9,-0.5
0,87.75,54.75,60.6,9.5,31.0,0.1,4.8,-29.4
0,107.25,25.25,88.9,3.9,6.49,1.3,17.7,4.5
0,81.75,26.25,25.0,14.2,0.45,2.2,1.5,8.6
1,20.381694,41.660391,81.0,6.6,24.49,0.8,79.1,-3.3
0,20.75,39.75,62.0,7.9,18.71,0.7,124.7,-0.3
0,108.75,32.25,67.0,6.8,26.19,1.2,1.9,-4.9
0,110.75,60.25,76.5,8.6,31.0,0.0,11.1,-35.5
0,107.25,31.25,75.4,5.4,17.92,0.9,10.6,0.0
0,139.25,50.25,47.7,8.3,31.0,0.3,24.7,-23.8
0,16.75,-18.25,66.3,13.5,0.0,4.4,116.0,19.1
0,42.25,18.25,41.3,11.7,0.33,2.9,19.0,8.8
1,20.451373,41.666703,81.0,6.6,24.49,0.8,79.1,-3.3
0,44.75,53.25,76.5,5.9,30.99,0.2,55.2,-13.6
0,66.25,67.75,96.4,5.6,31.0,0.2,15.3,-27.3
0,106.25,38.25,40.7,10.7,31.0,0.6,0.9,-15.3
0,139.25,68.25,52.7,7.1,31.0,0.0,6.3,-46.8
0,98.25,73.75,55.4,6.6,31.0,0.0,24.2,-32.1
0,128.25,54.75,41.9,10.6,31.0,0.0,4.6,-34.1
0,68.75,24.25,11.3,16.2,0.0,3.3,0.8,9.9
0,103.75,62.75,73.3,8.8,31.0,0.0,11.1,-38.4
0,149.25,68.25,81.6,8.0,31.0,0.0,17.3,-36.9
0,74.75,21.25,14.3,17.9,0.0,3.4,0.2,11.9
0,142.25,67.75,56.6,7.3,31.0,0.0,7.7,-44.6
0,90.25,44.75,23.7,12.3,31.0,0.1,2.7,-26.2
0,145.25,68.25,65.4,7.4,31.0,0.0,13.5,-39.7
0,21.75,-12.75,80.0,11.7,0.0,3.2,220.0,17.3
0,135.75,69.75,52.5,6.5,31.0,0.0,7.7,-46.9
0,15.25,-26.25,32.4,9.1,0.0,4.9,3.0,15.5
0,52.75,63.75,77.0,6.5,31.0,0.0,35.8,-18.9
0,15.25,-11.25,85.0,10.1,0.0,3.0,110.7,14.7
0,83.25,40.75,41.4,12.2,31.0,0.4,0.2,-14.9
0,61.75,31.25,38.5,15.2,12.33,1.7,10.7,2.1
0,119.25,27.25,71.1,5.0,18.71,1.5,26.8,-0.3
0,111.25,22.75,74.5,6.6,3.73,1.7,19.0,5.9
0,43.75,63.75,86.8,7.2,31.0,0.0,45.1,-18.4
0,16.25,-10.25,83.8,11.3,0.0,3.0,115.9,15.5
0,120.25,37.25,35.5,7.2,30.08,1.2,1.3,-10.1
1,135.175988,48.476357,50.6,6.4,31.0,0.1,12.0,-21.5
1,20.425,41.5169,81.0,6.6,24.49,0.8,79.1,-3.3
0,47.75,28.25,40.9,9.7,0.0,3.0,31.2,10.1
1,26.0747,40.8231,71.0,6.8,14.99,0.8,46.5,1.1
0,109.25,54.25,55.9,9.8,31.0,0.0,3.1,-31.9
0,133.75,44.75,39.3,7.4,31.0,0.2,9.0,-20.8
0,114.25,60.25,77.7,7.7,31.0,0.0,13.2,-34.9
0,47.75,41.25,67.3,8.1,31.0,0.6,28.9,-15.1
0,82.25,27.25,26.4,13.7,0.23,2.0,5.4,9.0
0,113.25,43.25,25.9,10.8,31.0,0.5,1.4,-24.6
1,22.146465,42.14091,80.4,6.6,25.78,0.7,28.2,-4.5
0,105.75,35.75,52.4,7.9,30.68,0.8,3.3,-11.7
0,174.75,68.25,64.8,9.5,31.0,0.0,19.4,-31.7
0,99.25,72.25,55.1,6.7,31.0,0.0,30.3,-31.8
0,93.75,61.25,74.7,7.6,31.0,0.0,20.8,-33.1
0,124.75,46.25,26.2,11.4,31.0,0.1,1.0,-25.9
0,113.75,67.25,84.7,7.8,31.0,0.0,12.4,-36.8
0,106.25,69.25,62.6,7.8,31.0,0.0,16.7,-35.9
0,83.75,28.75,37.5,15.8,31.0,1.3,10.9,-17.4
0,122.75,58.25,83.8,7.5,31.0,0.0,12.1,-31.4
0,42.75,20.75,44.8,12.0,0.0,3.6,10.0,11.6
0,154.25,61.25,71.6,8.2,31.0,0.1,18.4,-33.5
0,104.75,30.75,77.3,5.1,13.39,0.8,18.2,1.7
0,28.75,37.25,64.8,8.8,15.52,1.0,145.4,0.9
0,29.75,59.75,94.3,5.1,29.83,0.0,79.6,-9.6
0,47.25,37.25,58.8,9.2,28.7,0.7,27.5,-7.8
0,42.25,30.75,36.3,12.2,3.56,2.5,7.0,6.0
0,71.75,50.75,37.4,9.2,31.0,0.1,5.6,-24.0
0,86.75,46.25,40.9,9.4,31.0,0.1,6.8,-23.3
0,77.25,39.25,47.1,10.9,30.84,0.4,0.1,-12.4
0,93.75,52.25,48.9,11.7,31.0,0.1,16.5,-38.8
0,98.25,79.25,56.3,7.6,31.0,0.0,8.0,-38.5
0,60.75,35.25,53.9,12.4,23.45,1.3,16.6,-2.4
0,105.25,57.75,68.6,10.0,31.0,0.0,8.8,-36.9
0,97.25,66.75,70.4,6.9,31.0,0.0,14.8,-36.9
1,20.314048,41.955717,81.0,6.6,24.49,0.8,79.1,-3.3
0,43.75,42.25,74.6,9.0,29.55,0.5,46.0,-9.1
0,48.25,26.25,44.3,9.6,0.0,3.4,44.0,11.6
0,115.25,23.25,65.9,7.2,2.9,2.0,9.2,6.4
1,22.681666,43.347777,86.1,5.8,26.68,0.7,30.5,-5.4
0,102.25,74.25,50.4,6.3,31.0,0.0,28.1,-32.7
0,51.75,66.75,78.5,7.4,31.0,0.0,33.1,-20.6
0,21.75,40.75,69.2,7.1,25.25,0.6,38.2,-4.0
0,76.25,60.75,70.8,7.4,31.0,0.0,14.5,-26.1
0,101.25,61.75,74.5,8.7,31.0,0.0,12.3,-38.6
1,26.1156,40.8142,71.0,6.8,14.99,0.8,46.5,1.1
0,82.25,48.25,57.5,10.7,31.0,0.3,9.1,-25.2
0,70.25,44.25,57.6,9.9,30.82,0.3,12.0,-12.3
0,57.75,62.25,74.0,7.3,31.0,0.0,47.8,-20.7
0,100.25,70.75,55.2,7.0,31.0,0.0,24.9,-32.5
0,96.25,24.75,23.9,11.8,0.01,2.1,26.3,9.8
0,166.25,67.25,67.7,9.4,31.0,0.1,10.0,-33.0
1,20.253,41.4406,79.1,7.1,24.03,0.8,80.6,-2.9
0,126.75,57.25,77.7,7.8,31.0,0.1,11.5,-34.0
1,16.32,-18.45,66.3,13.3,0.0,4.4,108.0,19.2
0,62.75,63.75,69.4,7.6,31.0,0.1,21.8,-23.3
0,95.25,28.75,34.9,12.5,22.01,1.4,6.1,-1.6
0,40.75,57.25,85.5,5.9,30.96,0.1,40.1,-13.2
1,19.55905,41.041167,71.1,8.3,12.33,0.9,103.8,2.1
0,81.25,67.75,86.5,6.1,31.0,0.0,35.0,-25.4
1,19.498164,40.807024,71.9,8.4,8.31,1.1,112.3,3.7
0,93.75,63.25,76.0,7.3,31.0,0.1,22.3,-34.9
0,109.25,34.75,52.8,8.8,28.48,1.0,3.0,-7.5
0,120.25,40.25,23.4,11.1,31.0,0.7,0.1,-16.5
0,112.25,62.25,78.0,8.2,31.0,0.0,11.2,-35.0
0,69.25,56.25,44.1,8.3,31.0,0.0,3.5,-25.2
0,96.25,67.25,70.7,7.1,31.0,0.1,16.4,-35.6
0,62.25,65.75,73.2,7.7,31.0,0.2,22.3,-25.9
0,102.25,69.25,58.7,7.4,31.0,0.0,15.1,-33.9
0,97.75,15.75,24.5,13.8,0.0,3.3,2.1,17.4
0,98.25,53.75,47.0,12.3,31.0,0.1,6.0,-37.4
0,102.25,26.75,39.1,15.1,22.49,2.0,12.4,-1.8
1,21.836404,41.696268,82.3,6.7,24.49,0.5,27.3,-3.3
1,19.544564,41.915077,73.6,7.7,14.72,0.8,117.4,1.2
0,46.25,46.75,79.2,6.3,28.7,0.2,12.9,-7.8
1,22.189636,42.597297,83.9,6.2,26.19,0.7,28.7,-4.9
0,158.75,56.75,76.7,6.7,31.0,0.0,20.1,-21.4
0,93.25,26.75,37.1,12.5,0.0,1.9,12.7,11.3
0,49.75,25.75,45.1,8.4,0.0,3.7,32.4,13.8
0,43.75,61.25,86.6,7.0,31.0,0.0,43.9,-16.7
0,89.25,51.25,44.6,13.1,31.0,0.2,9.6,-41.0
0,108.25,65.25,73.5,8.7,31.0,0.0,11.4,-36.2
0,104.25,69.75,57.4,7.5,31.0,0.1,19.0,-34.2
0,61.25,53.25,48.1,9.0,31.0,0.1,5.2,-22.9
0,135.75,48.25,48.9,6.6,31.0,0.1,13.4,-20.9
1,42.1,11.516665,42.5,10.5,0.0,3.5,8.0,18.3
0,19.75,-22.75,55.0,14.3,0.0,5.0,75.0,18.3
0,42.75,17.25,46.1,10.2,0.0,3.2,14.0,15.8
0,64.75,76.25,78.9,7.6,31.0,0.0,11.6,-30.7
0,122.75,67.25,63.5,5.7,31.0,0.0,17.1,-36.8
1,34.87033,30.8365,39.9,10.9,2.17,2.2,16.5,6.9
0,38.25,59.25,89.9,6.5,31.0,0.0,46.0,-14.1
0,106.75,11.25,56.8,9.4,0.0,3.5,14.0,20.7
0,142.75,52.75,59.9,5.9,31.0,0.2,57.3,-18.7
0,112.75,29.25,73.7,4.4,17.92,1.1,30.3,0.0
0,93.75,70.75,67.3,7.1,31.0,0.0,24.4,-31.4
0,77.75,9.25,46.0,8.5,0.0,4.1,19.2,22.4
1,24.260556,42.649722,84.0,6.5,27.14,0.6,35.3,-5.9
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
0,48.75,20.75,39.1,9.9,0.0,3.7,1.0,15.7
0,77.25,32.25,60.8,10.1,30.62,1.3,14.6,-11.5
0,114.25,40.75,22.6,11.0,31.0,0.8,0.0,-20.2
0,138.25,65.75,54.2,7.5,31.0,0.0,1.4,-49.7
0,42.25,40.75,59.7,9.6,30.45,0.5,35.9,-11.0
0,121.75,45.25,27.1,10.1,31.0,0.2,0.6,-23.2
0,150.75,60.25,64.7,6.4,31.0,0.3,13.7,-25.4
0,-170.25,66.25,82.5,7.2,31.0,0.0,52.8,-16.8
0,83.75,73.25,69.0,7.2,31.0,0.0,44.2,-27.4
0,18.25,-13.75,80.0,11.6,0.0,3.2,221.0,15.5
0,92.75,31.75,37.6,15.7,31.0,1.1,2.8,-20.5
0,76.25,32.75,64.0,9.1,28.25,1.1,19.8,-7.2
0,21.25,38.75,55.1,8.6,10.02,0.9,135.3,3.0
1,20.469332,41.679854,81.0,6.6,24.49,0.8,79.1,-3.3
0,136.25,46.75,41.0,7.4,31.0,0.4,17.9,-21.3
0,120.75,70.75,65.1,6.2,31.0,0.0,17.0,-39.4
0,105.25,75.75,54.2,6.7,31.0,0.0,12.2,-37.2
0,85.75,51.25,56.8,11.1,31.0,0.3,5.0,-34.5
0,92.75,11.75,54.6,7.5,0.0,3.6,146.6,22.9
0,61.75,69.25,78.1,7.5,31.0,0.0,14.1,-25.3
0,84.75,57.25,52.7,7.3,31.0,0.0,10.0,-26.2
0,76.25,43.75,49.7,9.9,30.76,0.3,8.8,-12.0
0,99.75,36.75,33.9,15.1,31.0,0.9,0.0,-23.0
0,43.75,28.75,37.0,12.2,2.75,2.9,8.0,6.5
0,35.25,33.25,61.1,7.6,0.11,1.7,159.4,9.3
0,60.75,30.75,39.3,15.3,13.92,1.9,9.8,1.5
0,44.25,53.25,78.0,6.1,30.99,0.2,55.4,-13.6
0,80.25,13.25,24.3,9.2,0.0,3.9,7.5,20.3
0,76.25,57.75,58.5,7.9,31.0,0.0,9.1,-26.7
0,101.75,62.75,72.9,8.2,31.0,0.0,13.0,-39.1
0,115.25,65.75,85.2,8.0,31.0,0.0,11.3,-36.3
0,130.75,52.25,37.6,12.7,31.0,0.0,4.1,-34.4
0,85.25,47.75,38.2,8.8,31.0,0.1,6.8,-25.6
0,59.25,56.25,64.0,7.9,31.0,0.1,13.2,-20.7
1,45.5702,42.6866,72.5,8.0,30.96,0.6,45.6,-13.2
0,154.25,64.25,82.6,8.1,31.0,0.0,23.8,-35.9
1,23.0534,41.21415,77.6,6.7,22.01,0.7,29.3,-1.6
1,20.469332,41.679854,81.0,6.6,24.49,0.8,79.1,-3.3
0,140.25,52.75,50.6,7.1,31.0,0.1,40.2,-23.1
0,86.25,31.25,39.8,15.3,31.0,1.1,5.9,-19.1
0,81.25,23.25,14.9,14.3,0.11,2.6,8.1,9.3
1,23.833611,41.466667,77.4,6.6,23.09,0.8,34.5,-2.1
1,22.0925,41.0475,75.4,7.0,25.25,0.6,28.0,-4.0
0,106.75,35.25,53.4,8.0,30.3,0.9,2.5,-10.6
0,79.25,20.25,15.3,15.3,0.0,3.4,0.1,13.7
0,49.75,47.75,73.0,7.6,30.45,0.3,14.4,-11.0
0,76.75,11.75,31.7,12.0,0.0,4.1,0.4,16.5
0,106.25,38.75,35.2,11.3,31.0,0.6,0.7,-16.7
0,88.75,42.25,38.6,11.7,31.0,0.3,0.4,-20.1
0,132.75,63.25,67.3,6.2,31.0,0.0,3.6,-43.4
0,103.25,22.25,71.1,5.0,0.0,1.9,35.1,12.1
0,76.25,49.75,36.1,10.2,31.0,0.3,5.6,-27.4
0,68.25,64.25,84.4,5.4,31.0,0.0,22.6,-22.9
0,161.75,65.25,70.8,8.6,31.0,0.2,9.7,-32.2
0,80.75,20.75,15.1,14.9,0.0,3.1,1.1,12.4
0,110.75,65.75,78.2,8.4,31.0,0.0,8.6,-36.7
1,49.07513,52.850265,70.9,6.5,31.0,0.1,41.2,-14.9
1,46.4384,39.1604,62.2,7.8,29.49,0.7,30.1,-9.0
0,131.25,46.25,33.2,9.5,31.0,0.2,2.7,-25.3
0,137.25,52.25,48.2,11.1,31.0,0.1,13.6,-29.3
0,58.25,35.75,52.5,10.6,20.52,1.3,15.4,-1.0
0,91.25,53.75,60.8,11.7,31.0,0.0,6.4,-30.8
0,56.75,47.75,61.8,9.3,31.0,0.3,12.5,-17.5
0,100.25,66.25,67.6,7.0,31.0,0.0,12.7,-37.2
0,92.75,22.75,31.9,11.6,0.0,2.3,6.8,11.5
0,84.25,26.25,18.1,13.6,0.02,2.1,4.3,9.7
0,103.25,64.25,72.0,8.0,31.0,0.0,12.1,-37.4
0,70.25,58.75,54.1,7.8,31.0,0.0,9.4,-25.0
0,134.75,60.75,61.4,6.5,31.0,0.0,5.9,-41.2
0,75.75,37.25,51.6,9.8,31.0,0.6,15.4,-21.4
0,44.75,30.75,34.6,11.9,3.39,2.4,14.0,6.1
0,137.75,48.75,43.2,8.1,31.0,0.4,14.4,-23.2
0,155.25,50.25,72.5,5.5,29.24,0.4,74.0,-8.6
0,117.25,24.75,69.2,7.5,7.61,1.8,11.7,4.0
0,68.75,50.75,40.3,8.8,31.0,0.1,4.6,-25.0
0,57.25,32.25,44.1,14.1,15.79,1.7,15.4,0.8
0,138.25,47.75,41.1,7.4,31.0,0.4,20.9,-19.0
0,46.75,61.25,79.7,7.0,31.0,0.0,39.7,-17.4
0,101.25,52.75,42.8,10.8,31.0,0.1,11.5,-33.8
0,159.25,69.25,76.6,8.9,31.0,0.0,9.6,-35.3
1,19.56167,40.72062,71.9,8.4,8.31,1.1,112.3,3.7
0,37.25,38.75,71.1,8.3,28.55,0.6,47.3,-7.6
0,88.75,36.75,39.4,14.7,31.0,0.7,1.5,-27.4
0,152.75,69.25,84.4,8.6,31.0,0.1,17.6,-37.4
0,77.75,46.75,39.0,10.9,31.0,0.2,9.5,-20.7
0,89.75,57.25,67.5,8.6,31.0,0.0,9.1,-27.9
0,55.75,53.25,63.5,8.4,31.0,0.2,17.2,-19.7
0,138.75,60.25,54.2,6.8,31.0,0.0,9.3,-36.5
0,45.75,34.25,51.6,10.6,11.55,1.3,51.7,2.4
0,68.25,58.25,52.6,8.0,31.0,0.0,9.1,-24.0
0,98.25,56.25,58.9,10.2,31.0,0.0,9.4,-30.9
0,109.75,64.25,76.9,8.5,31.0,0.0,8.7,-35.4
0,58.25,26.75,42.4,12.5,1.66,2.3,16.0,7.3
0,60.75,61.25,67.9,8.8,31.0,0.0,27.8,-22.6
0,79.75,24.75,22.3,15.7,1.78,2.4,1.7,7.2
0,85.25,26.25,20.5,13.2,0.0,2.1,3.1,9.9
0,52.75,65.75,77.9,6.9,31.0,0.0,35.4,-19.9
0,117.25,52.75,32.0,12.5,31.0,0.1,0.3,-36.3
0,76.75,62.25,80.9,7.0,31.0,0.0,20.3,-25.6
0,81.25,72.75,67.8,7.0,31.0,0.0,53.3,-25.8
0,101.25,39.25,31.0,13.4,31.0,0.7,1.1,-20.5
0,79.25,72.25,71.5,7.0,31.0,0.0,44.2,-25.3
0,108.75,37.25,38.5,11.4,31.0,1.0,1.7,-15.5
0,23.75,-12.25,83.8,11.0,0.0,2.9,229.7,15.7
0,159.75,64.75,74.1,8.8,31.0,0.1,13.6,-33.9
0,110.25,55.25,54.9,10.8,31.0,0.1,3.2,-40.1
0,158.75,56.25,74.3,7.0,31.0,0.1,23.4,-22.9
0,84.25,53.75,60.7,8.9,31.0,0.0,5.3,-26.7
0,81.25,65.25,91.1,6.1,31.0,0.0,26.6,-25.4
0,31.25,63.75,93.4,7.4,31.0,0.0,57.7,-15.5
0,74.25,62.75,75.3,6.8,31.0,0.0,25.0,-25.1
0,46.75,43.75,79.6,5.4,23.33,0.5,18.3,-2.3
0,73.25,49.75,29.1,9.7,31.0,0.2,6.4,-23.8
0,20.75,-21.75,58.8,13.8,0.0,4.6,110.4,18.9
0,39.75,45.75,79.5,6.3,25.04,0.5,50.9,-3.8
0,29.25,30.25,36.8,11.2,0.11,2.7,7.1,9.3
0,157.75,54.75,66.5,6.2,31.0,0.2,32.2,-19.2
1,102.26932,30.18072,50.5,9.1,26.96,1.4,6.5,-5.7
0,53.75,32.75,47.1,12.6,18.71,1.5,11.0,-0.3
1,22.424352,41.570632,81.1,6.7,23.8,0.6,25.3,-2.7
0,15.25,-21.75,53.8,12.3,0.0,5.1,38.0,17.3
0,125.75,46.25,26.5,10.8,31.0,0.2,1.1,-26.1
0,36.25,63.25,89.6,6.6,31.0,0.0,59.8,-15.3
1,19.53282,41.4193,71.1,8.3,12.33,0.9,103.8,2.1
0,133.25,56.25,54.3,9.2,31.0,0.0,7.9,-37.7
0,28.75,23.75,24.7,16.5,3.06,3.3,0.0,6.3
0,79.25,11.75,29.7,8.9,0.0,4.3,13.6,20.9
1,23.124167,41.566111,79.6,6.4,26.87,0.8,32.0,-5.6
0,58.25,80.25,71.3,9.0,31.0,0.2,23.9,-24.8
0,71.75,23.25,12.5,17.1,0.0,3.7,0.0,10.8
0,78.25,50.25,44.4,10.0,31.0,0.1,5.1,-25.5
0,93.75,36.25,37.2,14.0,31.0,0.8,0.6,-24.1
0,53.75,61.25,74.0,6.4,31.0,0.0,52.9,-18.0
0,17.75,-27.75,32.7,15.4,0.0,6.9,17.0,18.0
0,106.75,24.75,89.4,4.3,6.49,1.4,17.6,4.5
0,84.25,49.25,62.0,9.5,31.0,0.0,7.0,-26.6
0,44.75,67.25,90.4,8.0,31.0,0.0,33.8,-20.8
0,82.25,43.75,45.1,12.4,31.0,0.3,7.9,-23.9
0,58.25,54.75,60.2,8.9,31.0,0.2,11.8,-23.3
0,166.75,68.75,70.6,9.6,31.0,0.1,6.3,-34.3
0,118.25,49.75,30.5,11.4,31.0,0.0,1.3,-32.5
0,50.25,66.75,78.3,7.6,31.0,0.1,34.2,-21.3
0,44.75,60.25,84.6,6.6,31.0,0.0,43.0,-17.0
0,53.25,65.75,77.8,6.9,31.0,0.1,35.0,-20.0
0,112.25,51.25,16.9,13.0,31.0,0.1,0.9,-33.0
0,114.25,29.75,69.4,6.9,23.33,1.3,28.2,-2.3
0,139.25,59.75,53.0,6.9,31.0,0.0,10.7,-34.6
1,43.319,43.7122,74.9,8.4,29.55,0.4,28.9,-9.1
0,106.75,17.25,48.6,6.9,0.0,2.6,44.5,14.5
0,69.75,62.75,73.3,6.1,31.0,0.0,19.7,-23.4
0,171.75,62.75,64.8,9.5,31.0,0.0,32.8,-26.7
1,22.1303,40.9453,69.5,7.3,21.77,0.6,31.3,-1.5
0,45.25,36.75,59.3,9.4,29.05,0.6,42.8,-8.3
