lumpy,x,y,cld,dtr,frs,pet,pre,tmn
0,45.25,41.25,74.8,7.4,20.27,0.7,27.0,-0.9
0,51.75,67.25,78.9,7.6,31.0,0.0,32.5,-21.0
0,118.75,53.25,36.8,13.6,31.0,0.0,0.7,-36.4
0,45.25,40.25,64.9,8.6,30.84,0.6,29.4,-12.4
0,102.75,69.25,58.7,7.3,31.0,0.0,13.7,-33.7
0,95.25,71.75,63.1,6.8,31.0,0.0,29.5,-31.2
1,20.31423,40.28203,72.5,7.5,23.8,0.8,110.7,-2.7
0,96.25,38.75,34.4,15.5,31.0,0.6,0.7,-29.2
0,81.75,29.25,42.0,12.8,25.68,1.6,25.3,-4.4
0,171.25,63.25,65.6,9.6,31.0,0.0,30.9,-26.9
0,56.75,55.75,69.2,8.3,31.0,0.1,19.8,-20.2
0,154.25,67.75,86.0,8.5,31.0,0.0,17.4,-36.8
0,128.25,53.25,34.9,12.3,31.0,0.0,2.0,-33.5
0,68.75,46.75,47.1,9.8,31.0,0.2,5.7,-19.1
0,20.25,-15.25,73.8,11.8,0.0,3.3,196.0,16.8
0,84.25,28.25,35.9,14.0,20.27,1.5,5.4,-0.9
0,132.25,51.75,38.3,11.8,31.0,0.0,3.9,-34.7
0,82.25,33.25,50.9,15.8,31.0,0.8,3.7,-25.4
1,79.0193,18.112437,13.6,13.3,0.0,3.7,0.3,16.3
0,119.25,52.75,33.7,13.8,31.0,0.1,0.9,-37.1
0,103.25,55.75,63.8,10.1,31.0,0.0,9.4,-34.5
0,138.75,65.75,52.9,7.8,31.0,0.0,1.4,-51.0
0,124.75,46.75,24.5,11.5,31.0,0.1,0.0,-26.6
0,88.75,72.75,70.5,7.3,31.0,0.0,26.9,-29.4
0,54.25,72.25,73.2,9.2,31.0,0.0,15.0,-28.6
0,127.75,43.25,29.7,12.6,31.0,0.3,1.2,-27.0
0,38.25,40.75,71.0,7.9,26.39,0.7,62.7,-5.1
0,79.75,69.75,80.6,6.9,31.0,0.0,36.0,-25.6
0,71.75,67.25,88.6,5.9,31.0,0.0,24.8,-24.1
1,35.40468551,32.70171946,57.2,8.1,0.15,1.7,114.1,9.2
0,115.25,55.75,58.5,11.0,31.0,0.1,1.0,-38.4
0,174.75,64.75,58.0,8.8,31.0,0.0,31.8,-24.2
1,20.070284,42.311189,82.0,6.0,26.09,0.7,71.6,-4.8
0,135.25,65.75,55.6,6.8,31.0,0.0,2.1,-48.3
0,87.75,61.25,74.4,7.7,31.0,0.1,21.7,-28.3
0,130.25,44.25,36.4,9.5,31.0,0.4,0.8,-24.2
0,93.75,62.25,75.4,7.7,31.0,0.0,20.6,-33.9
1,22.603137,42.041901,84.3,6.4,26.09,0.7,27.7,-4.8
0,53.75,51.75,60.2,8.0,31.0,0.3,18.2,-17.4
0,31.75,28.25,33.1,14.3,3.39,2.9,0.1,6.1
0,36.25,29.75,31.2,12.2,5.85,2.5,3.3,4.8
0,81.75,26.75,26.8,14.0,0.39,2.1,3.0,8.7
0,48.75,51.25,69.3,7.2,31.0,0.1,35.7,-14.4
0,26.75,42.75,83.9,6.8,23.8,0.6,45.9,-2.7
0,94.75,71.75,64.6,6.9,31.0,0.0,28.3,-31.2
0,74.25,67.25,87.8,6.7,31.0,0.0,27.8,-24.8
1,19.438275,40.635803,71.9,8.4,8.31,1.1,112.3,3.7
0,133.25,43.75,42.4,6.5,31.0,0.4,8.4,-19.5
0,46.25,19.75,43.8,10.7,0.0,3.6,5.0,14.6
0,110.75,37.75,31.5,12.1,31.0,0.8,1.0,-14.9
0,18.25,-19.25,65.0,12.6,0.0,4.1,135.0,18.3
0,51.75,64.75,77.4,6.6,31.0,0.0,35.6,-19.6
0,20.75,-14.25,76.3,11.6,0.0,3.3,208.0,17.5
0,91.25,40.75,33.8,12.3,31.0,0.3,0.7,-16.1
0,75.75,51.75,37.0,9.2,31.0,0.1,6.3,-25.6
0,142.25,68.25,56.7,7.1,31.0,0.0,9.1,-43.2
0,170.25,67.75,69.3,9.9,31.0,0.0,12.5,-32.6
0,19.75,-9.25,85.0,12.4,0.0,2.8,190.2,15.2
0,98.75,38.25,33.2,13.8,31.0,0.6,0.9,-29.1
0,33.75,59.25,93.1,5.9,30.78,0.0,66.7,-12.1
0,16.25,-25.25,36.7,15.1,0.0,6.7,31.0,16.9
0,108.25,71.25,62.2,6.8,31.0,0.0,22.5,-35.6
0,51.75,58.75,66.8,6.2,31.0,0.0,46.4,-17.2
0,97.25,40.25,32.8,11.7,31.0,0.5,0.5,-18.7
0,39.25,28.75,34.3,12.4,2.6,3.1,0.0,6.6
0,29.75,-3.25,85.2,11.0,0.0,2.7,105.1,13.6
0,119.25,33.25,47.6,8.5,26.68,1.3,3.6,-5.4
1,48.6,53.38,71.9,6.3,31.0,0.1,45.3,-14.6
0,101.25,26.75,33.3,14.6,17.13,2.0,8.8,0.3
0,109.75,19.25,72.8,5.8,0.0,1.9,21.6,11.6
0,100.25,30.25,40.8,16.5,31.0,1.3,1.2,-16.5
0,90.25,46.75,24.7,14.0,31.0,0.2,3.2,-34.4
0,127.25,62.25,76.3,5.9,31.0,0.0,7.9,-38.4
1,36.503288,38.511751,70.0,8.5,27.92,0.6,55.1,-6.8
0,117.25,52.25,30.7,12.4,31.0,0.1,0.4,-36.1
0,56.25,31.25,46.1,15.3,24.71,1.8,20.1,-3.5
0,123.75,41.25,16.3,11.6,31.0,0.5,0.5,-20.5
0,90.75,42.25,31.1,13.1,31.0,0.3,0.8,-20.1
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
0,56.75,30.25,44.7,16.2,25.88,1.9,22.4,-4.6
0,101.75,21.25,51.3,9.9,0.0,2.1,46.6,10.6
0,26.25,35.25,60.4,7.2,1.66,1.7,103.7,7.3
0,21.75,43.75,84.3,5.5,25.25,0.6,33.2,-4.0
0,132.75,57.25,59.5,8.4,31.0,0.0,10.2,-37.9
0,73.75,49.25,35.0,9.9,31.0,0.3,5.8,-25.4
0,107.25,41.25,24.8,11.5,31.0,0.4,0.0,-21.3
0,38.25,55.25,85.3,5.3,30.55,0.1,42.0,-11.3
0,34.25,68.25,87.4,7.1,31.0,0.0,48.2,-16.2
1,21.619945,42.327424,82.8,6.5,25.15,0.6,29.1,-3.9
1,20.0152,41.57542,81.0,6.6,24.49,0.8,79.1,-3.3
0,81.25,57.25,56.6,7.6,31.0,0.0,7.9,-26.3
0,78.75,31.25,54.0,10.4,28.48,1.5,11.5,-7.5
0,76.25,58.75,59.6,7.8,31.0,0.0,11.6,-27.1
0,40.25,50.75,81.3,5.3,30.21,0.3,34.5,-10.4
0,76.25,59.25,61.1,7.8,31.0,0.0,12.1,-26.8
0,40.25,33.25,44.9,11.9,11.04,1.6,12.9,2.6
0,62.25,44.75,51.2,9.7,31.0,0.5,5.7,-14.1
0,149.75,64.75,88.9,7.9,31.0,0.0,19.1,-39.2
0,52.75,71.25,78.0,8.5,31.0,0.0,17.1,-25.5
0,92.75,28.25,32.4,18.8,31.0,1.5,0.0,-17.4
0,42.25,19.25,42.2,12.2,1.78,3.0,18.0,7.2
1,26.1019,40.8689,71.0,6.8,14.99,0.8,46.5,1.1
0,101.75,56.75,67.6,10.5,31.0,0.0,9.1,-34.2
0,50.75,51.25,64.6,8.0,31.0,0.1,26.3,-16.0
1,20.409497,41.526126,81.0,6.6,24.49,0.8,79.1,-3.3
0,91.75,68.75,76.0,6.9,31.0,0.1,24.7,-32.6
1,22.23436,41.988672,81.1,6.7,23.8,0.6,25.3,-2.7
0,33.25,55.75,87.1,5.1,30.08,0.0,65.4,-10.1
0,72.25,53.25,45.7,8.5,31.0,0.0,6.5,-24.8
0,47.25,30.25,36.2,11.6,1.11,2.2,23.9,7.8
0,96.25,22.75,27.3,12.7,0.0,2.3,9.1,10.5
0,94.25,31.25,37.4,14.5,31.0,1.2,1.6,-18.2
0,81.75,63.75,89.2,6.8,31.0,0.0,20.6,-26.3
0,63.25,44.75,53.7,9.5,31.0,0.5,6.1,-14.0
0,114.75,69.25,77.3,7.0,31.0,0.0,17.4,-36.7
1,36.392331,37.252063,65.9,6.8,5.85,1.1,140.5,4.8
0,76.75,38.25,46.5,10.4,30.97,0.6,0.6,-13.3
1,19.561272,41.451062,71.1,8.3,12.33,0.9,103.8,2.1
0,113.75,72.25,68.0,6.0,31.0,0.0,24.9,-37.9
1,35.098605,37.038899,61.4,6.7,2.31,1.4,176.7,6.8
0,53.75,67.75,77.6,7.8,31.0,0.1,29.8,-21.4
0,18.75,-28.25,27.4,17.0,0.0,7.4,27.0,18.7
0,59.75,63.25,67.7,8.1,31.0,0.0,28.3,-23.2
1,106.2275,24.645556,84.6,4.5,6.71,1.4,18.1,4.4
0,50.75,60.75,72.0,6.4,31.0,0.0,46.9,-17.3
0,69.25,71.75,86.9,6.3,31.0,0.0,8.8,-26.5
0,97.25,73.25,58.0,6.7,31.0,0.0,24.9,-32.1
0,130.25,46.25,34.2,10.0,31.0,0.1,2.4,-25.2
0,35.25,63.75,90.7,6.6,31.0,0.0,50.9,-14.8
0,33.75,57.75,89.0,5.8,30.68,0.0,74.2,-11.7
0,90.75,70.75,72.3,7.4,31.0,0.0,18.0,-30.5
0,121.75,59.25,76.6,7.0,31.0,0.0,13.8,-31.9
0,87.75,38.75,38.2,13.3,31.0,0.8,0.0,-17.5
0,138.75,66.75,53.6,7.5,31.0,0.0,2.1,-49.9
0,21.75,-8.75,83.8,11.9,0.0,3.0,202.5,17.5
0,29.75,22.75,24.2,16.1,1.11,3.6,0.0,7.8
0,19.75,42.25,78.0,5.9,26.58,0.9,78.4,-5.3
0,136.75,57.75,54.1,6.9,31.0,0.1,5.3,-29.9
0,55.25,37.25,55.3,9.5,14.72,1.2,25.8,1.2
0,108.75,40.75,26.3,11.9,31.0,0.5,0.6,-20.6
0,97.25,20.75,28.8,12.3,0.28,2.4,5.4,8.9
0,46.75,22.75,42.0,10.9,0.0,3.4,7.0,12.1
0,41.75,51.25,80.0,5.6,30.49,0.3,41.3,-11.1
0,70.75,64.25,80.3,5.7,31.0,0.0,22.7,-23.8
0,46.75,35.25,58.2,10.6,29.93,0.9,49.4,-9.8
0,146.75,61.25,62.4,7.7,31.0,0.0,14.8,-34.5
0,98.75,22.25,27.0,14.4,1.31,2.3,22.3,7.6
0,136.25,60.25,57.0,6.6,31.0,0.0,6.0,-38.5
0,159.75,56.75,79.4,7.2,31.0,0.1,23.8,-24.3
0,51.75,63.75,76.7,6.5,31.0,0.0,36.5,-18.8
0,13.25,-15.75,71.3,9.7,0.0,3.6,58.0,17.2
0,42.75,40.75,59.4,10.1,31.0,0.4,34.4,-13.8
1,19.583,42.960077,78.7,5.8,27.59,0.9,65.2,-6.4
0,126.75,66.25,65.4,6.5,31.0,0.0,10.9,-43.2
0,15.75,-18.75,63.8,13.7,0.0,4.7,93.0,18.7
0,95.75,50.25,37.7,11.5,31.0,0.1,10.9,-42.3
0,87.75,45.25,37.5,9.7,31.0,0.0,6.4,-23.1
0,32.25,24.75,26.9,16.1,2.04,3.8,1.9,7.0
0,43.25,63.75,87.1,7.1,31.0,0.0,46.2,-18.2
0,31.25,56.25,88.8,5.4,29.72,0.0,66.0,-9.4
0,54.25,45.25,69.8,8.8,30.17,0.6,13.7,-10.3
0,142.25,62.75,54.0,8.3,31.0,0.0,5.1,-46.6
0,92.75,63.25,77.8,7.4,31.0,0.1,22.8,-33.6
0,140.75,68.75,55.2,7.1,31.0,0.0,6.0,-45.8
0,44.75,32.75,40.3,11.5,4.45,1.7,26.7,5.5
1,43.643618,42.701326,70.8,9.7,31.0,0.5,62.1,-17.0
0,108.75,28.25,87.4,4.1,21.52,1.0,22.6,-1.4
0,16.75,-17.25,68.8,13.3,0.0,4.2,124.0,18.8
1,20.39304,41.712904,81.0,6.6,24.49,0.8,79.1,-3.3
0,34.25,59.75,91.7,6.1,30.93,0.0,69.6,-12.9
1,19.5789,41.0503,71.1,8.3,12.33,0.9,103.8,2.1
1,20.278687,41.898793,81.0,6.6,24.49,0.8,79.1,-3.3
0,112.25,56.25,62.2,10.0,31.0,0.1,3.2,-35.7
0,110.25,49.75,22.0,12.4,31.0,0.2,0.3,-33.9
1,19.544564,41.915077,73.6,7.7,14.72,0.8,117.4,1.2
0,158.25,67.25,78.4,8.7,31.0,0.1,12.5,-35.5
0,97.25,42.25,26.9,12.3,31.0,0.2,1.2,-20.4
0,36.75,40.75,74.8,7.3,23.68,0.8,61.9,-2.6
0,78.25,62.25,82.6,6.9,31.0,0.0,17.7,-25.4
1,36.828914,38.344958,70.9,8.3,28.25,0.7,80.0,-7.2
0,81.75,18.75,19.7,14.4,0.0,3.2,0.0,13.8
0,97.75,33.25,42.9,15.8,31.0,1.0,3.1,-20.0
0,91.25,41.25,32.3,13.3,31.0,0.4,0.5,-17.6
0,115.25,39.75,25.0,11.8,31.0,1.0,0.0,-17.8
0,138.25,46.75,44.0,6.9,31.0,0.5,28.2,-16.1
0,122.75,61.75,64.8,6.3,31.0,0.0,14.3,-36.3
0,159.75,63.25,74.1,8.9,31.0,0.1,14.2,-33.5
0,49.25,47.75,74.4,7.5,30.34,0.3,15.0,-10.7
0,78.25,29.25,42.6,14.0,3.73,1.9,8.7,5.9
0,90.25,64.75,83.1,6.3,31.0,0.0,26.7,-31.3
0,90.25,56.25,63.6,9.1,31.0,0.0,6.0,-27.7
0,111.25,58.25,75.2,8.8,31.0,0.0,8.4,-35.2
0,116.75,65.25,75.3,7.8,31.0,0.0,11.6,-35.6
0,91.25,30.25,37.5,15.9,31.0,1.4,0.0,-17.2
0,118.25,59.75,71.7,8.2,31.0,0.0,10.7,-35.1
0,74.25,19.75,18.7,17.5,0.0,3.4,0.1,11.8
0,135.75,57.75,57.6,7.3,31.0,0.1,7.4,-32.7
0,31.75,56.75,91.2,5.6,30.12,0.0,74.3,-10.2
0,96.25,26.75,28.9,12.1,1.91,1.7,35.4,7.1
0,74.75,21.75,14.6,17.6,0.0,3.3,0.1,10.7
0,53.75,29.25,42.9,13.8,22.25,1.9,65.7,-1.7
0,121.25,44.25,27.1,8.7,31.0,0.3,0.1,-20.3
0,124.25,53.75,46.9,14.4,31.0,0.0,2.8,-34.0
0,82.25,56.75,50.1,7.5,31.0,0.0,7.1,-27.0
0,45.25,37.25,62.7,8.4,26.68,0.6,31.4,-5.4
0,48.75,60.25,76.6,6.7,31.0,0.0,45.5,-17.1
0,39.25,39.25,66.1,9.4,29.05,0.6,68.4,-8.3
0,153.25,70.75,81.7,8.6,31.0,0.1,18.2,-37.4
0,46.25,52.25,75.4,6.2,30.96,0.2,56.5,-13.2
0,147.75,66.75,79.3,7.4,31.0,0.0,14.5,-37.3
0,91.25,37.25,37.5,14.8,31.0,0.8,0.0,-25.8
0,138.25,65.25,54.4,7.4,31.0,0.0,1.9,-49.0
0,117.25,67.25,75.7,7.4,31.0,0.0,12.9,-36.7
1,36.432936,37.547846,69.6,7.2,24.03,0.8,115.6,-2.9
1,105.974,37.31539,43.8,9.9,31.0,0.7,1.3,-13.8
0,86.25,48.75,42.9,10.9,31.0,0.3,9.4,-32.8
0,44.25,68.25,92.0,7.9,31.0,0.1,32.5,-21.2
0,84.75,30.75,45.9,16.5,31.0,1.1,15.2,-21.3
0,65.75,76.25,78.9,7.4,31.0,0.0,10.3,-30.2
0,119.75,55.75,56.7,12.6,31.0,0.1,1.6,-37.2
0,143.75,64.75,60.1,8.3,31.0,0.0,6.2,-48.5
0,32.25,37.25,70.0,6.8,23.45,0.9,105.9,-2.4
0,48.25,54.75,71.1,5.8,31.0,0.1,48.3,-15.3
1,34.87033,30.8365,39.9,10.9,2.17,2.2,16.5,6.9
0,92.25,51.75,49.3,12.6,31.0,0.1,15.3,-39.9
0,75.75,60.75,68.5,7.3,31.0,0.0,14.8,-26.1
0,66.25,45.75,55.9,9.0,31.0,0.3,7.8,-15.2
0,85.25,73.25,70.3,7.2,31.0,0.0,39.8,-28.0
0,39.75,53.25,80.7,5.8,30.73,0.1,38.8,-11.9
0,111.75,38.75,22.7,10.5,31.0,0.8,1.6,-19.1
1,35.333813,32.209696,54.0,8.3,0.74,1.7,102.9,8.2
0,48.75,46.25,75.1,7.2,28.98,0.3,16.4,-8.2
0,86.75,50.75,49.9,11.4,31.0,0.2,6.8,-35.4
0,88.75,33.25,38.6,13.3,31.0,0.8,3.6,-23.0
0,42.25,53.25,79.8,6.0,30.9,0.1,52.0,-12.7
0,47.25,40.25,68.2,7.5,13.92,0.8,23.2,1.5
0,28.75,23.25,23.5,16.6,2.31,3.4,0.0,6.8
0,86.75,30.75,37.6,15.7,31.0,1.2,4.3,-18.9
0,111.25,57.75,72.6,9.2,31.0,0.1,7.2,-37.1
0,16.25,-26.75,31.7,10.7,0.0,6.0,21.0,15.2
0,109.25,28.75,83.3,4.6,21.27,1.1,22.5,-1.3
0,59.25,50.75,53.6,9.3,31.0,0.2,10.6,-21.6
0,95.75,22.75,25.8,12.3,0.0,2.4,11.0,13.7
0,78.75,22.25,9.9,14.3,0.08,2.9,0.5,9.4
0,79.25,62.75,85.7,6.7,31.0,0.0,20.3,-25.4
1,19.999484,41.679562,73.6,7.7,14.72,0.8,117.4,1.2
0,76.25,55.25,40.9,8.3,31.0,0.0,5.6,-26.2
0,167.25,68.25,70.1,9.6,31.0,0.0,7.9,-33.8
0,140.75,62.75,54.6,8.4,31.0,0.0,2.0,-48.8
0,89.75,74.75,67.0,7.2,31.0,0.0,20.5,-31.2
0,46.25,36.75,61.2,9.1,27.59,0.7,32.3,-6.4
0,111.75,40.25,21.4,11.4,31.0,0.7,0.9,-19.6
0,118.25,68.25,71.2,7.1,31.0,0.0,13.4,-37.5
0,52.25,58.25,66.4,6.2,31.0,0.1,46.0,-16.8
0,82.25,35.25,55.1,15.5,31.0,0.6,7.6,-29.7
0,143.75,50.25,57.6,6.6,31.0,0.2,46.9,-17.8
0,119.25,42.25,23.2,11.1,31.0,0.8,0.0,-18.8
0,80.75,39.75,44.9,13.5,31.0,0.5,0.1,-16.4
0,39.75,63.25,92.1,7.0,31.0,0.0,51.5,-16.5
0,63.25,56.25,60.4,7.9,31.0,0.0,7.1,-21.1
0,19.75,39.75,66.9,8.1,9.03,0.9,101.3,3.4
1,24.4647,40.9711,75.9,6.6,23.09,0.8,40.5,-2.1
0,113.25,37.75,30.7,11.0,31.0,1.2,0.8,-15.2
0,30.75,23.25,24.7,15.5,0.74,3.7,0.0,8.2
0,102.75,63.75,72.2,7.9,31.0,0.1,12.7,-37.4
1,22.41756,42.53577,83.9,6.2,26.19,0.7,28.7,-4.9
0,106.75,69.25,62.6,7.8,31.0,0.0,17.2,-36.1
0,113.25,70.75,70.3,6.3,31.0,0.0,19.0,-36.8
0,86.25,25.25,27.7,13.8,0.01,2.1,6.9,9.8
0,106.25,51.25,42.6,8.7,31.0,0.1,9.9,-30.9
0,78.25,69.25,84.0,7.0,31.0,0.0,34.4,-25.7
1,23.886967,41.740556,80.8,6.4,25.99,0.9,33.9,-4.7
1,44.7599,43.4026,78.7,7.0,26.39,0.4,26.8,-5.1
0,52.75,56.25,67.3,6.4,31.0,0.1,42.7,-17.0
0,48.75,55.75,68.2,6.2,31.0,0.1,49.8,-15.6
0,133.75,64.25,60.4,7.3,31.0,0.0,1.7,-50.0
0,42.75,24.25,41.3,12.6,0.0,3.8,8.3,10.0
0,96.25,40.25,33.0,12.5,31.0,0.4,0.6,-19.2
0,171.25,64.75,60.4,9.8,31.0,0.0,27.8,-27.4
0,72.75,58.75,53.3,7.7,31.0,0.0,12.0,-26.0
0,77.75,44.75,42.4,10.9,31.0,0.3,9.3,-16.7
0,90.25,36.75,37.0,14.3,31.0,0.8,0.7,-24.7
0,42.25,56.75,81.6,5.7,30.98,0.1,44.8,-13.5
0,13.75,-18.25,67.5,8.9,0.0,3.8,74.0,14.5
0,134.25,56.25,54.4,9.1,31.0,0.0,9.2,-36.9
0,23.75,42.25,81.9,6.3,27.67,0.8,34.5,-6.5
0,135.75,52.75,46.6,11.7,31.0,0.1,9.6,-32.0
0,159.25,56.25,76.9,7.0,31.0,0.1,25.6,-23.1
0,46.25,54.25,75.0,5.9,31.0,0.1,54.7,-14.2
0,66.25,45.25,56.6,9.2,31.0,0.4,9.4,-14.4
0,117.75,30.75,59.9,6.8,24.26,1.4,24.1,-3.1
0,43.25,63.25,87.7,7.1,31.0,0.0,47.1,-18.0
0,121.75,52.75,40.0,14.9,31.0,0.0,1.2,-36.9
0,76.25,27.25,41.8,14.7,2.9,2.3,1.1,6.4
0,109.75,62.75,76.8,8.3,31.0,0.0,8.2,-35.6
0,74.75,68.25,87.3,7.1,31.0,0.0,27.6,-25.5
0,44.25,59.75,85.8,6.4,31.0,0.0,43.7,-16.4
0,20.25,-14.25,76.3,11.7,0.0,3.3,211.0,17.4
0,122.75,48.25,28.6,11.4,31.0,0.2,0.9,-29.0
0,100.25,73.25,51.4,6.5,31.0,0.0,30.3,-31.8
0,45.75,29.25,35.3,11.8,1.31,2.8,12.7,7.6
0,80.25,59.75,68.3,7.5,31.0,0.0,13.5,-26.3
0,13.25,-17.25,70.0,8.7,0.0,3.6,68.0,14.6
0,101.75,51.75,35.0,10.7,31.0,0.2,13.9,-35.6
0,125.25,58.75,94.6,6.5,31.0,0.0,19.3,-28.0
0,177.75,68.25,59.2,9.2,31.0,0.1,27.1,-31.3
0,147.75,68.75,73.5,7.7,31.0,0.0,17.6,-36.9
0,101.25,78.25,55.0,7.4,31.0,0.0,11.0,-37.4
0,90.75,53.25,54.6,11.9,31.0,0.0,6.8,-32.4
0,-176.75,65.75,74.9,7.6,31.0,0.0,54.0,-19.4
0,136.75,60.25,56.1,6.8,31.0,0.0,6.8,-38.2
0,-179.75,71.25,91.8,8.1,31.0,0.0,13.2,-27.0
0,52.75,34.25,48.7,10.5,13.12,1.1,19.6,1.8
0,68.75,43.25,58.8,9.8,30.03,0.5,14.1,-10.0
0,125.75,72.75,61.3,5.6,31.0,0.0,19.2,-43.5
0,97.25,27.25,29.3,12.2,7.38,1.7,28.2,4.1
1,20.366613,41.794363,81.0,6.6,24.49,0.8,79.1,-3.3
0,-177.75,68.25,83.8,7.7,31.0,0.0,46.2,-23.0
0,22.25,41.25,75.4,7.0,25.25,0.6,28.0,-4.0
0,134.75,46.75,41.6,7.6,31.0,0.2,11.4,-23.0
0,53.75,56.25,67.2,6.7,31.0,0.1,36.3,-17.6
0,92.75,30.75,36.3,16.4,31.0,1.3,0.0,-19.5
1,19.806584,42.29604,78.0,5.9,26.58,0.9,78.4,-5.3
0,73.25,21.25,18.6,17.0,0.0,3.6,0.0,13.2
0,112.25,69.25,72.9,7.0,31.0,0.0,15.9,-36.9
0,173.25,68.25,67.0,9.6,31.0,0.0,16.7,-32.0
1,49.602486,52.950457,70.8,6.5,31.0,0.1,41.0,-15.3
0,130.75,47.75,36.6,9.7,31.0,0.1,3.0,-27.0
0,41.25,59.75,87.9,6.6,31.0,0.0,46.0,-15.8
0,119.75,50.25,31.4,12.2,31.0,0.0,1.5,-34.0
0,45.75,61.25,82.2,7.0,31.0,0.0,43.9,-17.3
0,40.25,56.25,85.0,5.8,30.91,0.1,44.0,-12.8
0,16.75,-16.25,71.3,13.3,0.0,4.0,132.0,17.7
0,45.25,64.75,85.5,7.6,31.0,0.0,42.3,-19.5
0,77.75,54.75,46.6,8.1,31.0,0.0,5.6,-26.6
0,129.25,70.75,57.9,6.0,31.0,0.0,19.4,-45.4
0,88.75,73.75,69.5,7.2,31.0,0.0,26.4,-30.1
0,87.25,61.75,77.1,8.0,31.0,0.1,21.4,-28.5
0,106.25,59.75,72.7,9.6,31.0,0.0,9.2,-38.2
0,124.75,41.25,15.0,13.7,31.0,0.5,1.0,-23.1
1,47.2158,43.4656,77.8,5.4,21.02,0.6,20.7,-1.2
0,73.25,26.75,22.0,16.7,2.31,2.9,0.0,6.8
1,25.5961,41.1381,72.7,6.9,22.25,0.8,45.2,-1.7
0,33.75,64.75,90.9,7.3,31.0,0.0,51.3,-15.7
0,32.75,28.25,31.7,13.0,3.06,3.1,0.9,6.3
0,156.75,54.75,65.0,6.1,31.0,0.1,24.6,-16.1
0,97.25,35.25,39.3,14.7,31.0,0.8,2.4,-24.4
0,104.25,74.75,52.0,6.2,31.0,0.0,18.7,-33.9
0,22.75,-12.75,80.0,11.5,0.0,3.2,222.0,16.9
0,77.25,31.25,53.4,8.9,14.99,1.4,14.2,1.1
0,105.25,66.75,66.9,8.3,31.0,0.0,12.0,-36.6
0,28.75,39.25,69.5,8.3,18.98,0.8,98.4,-0.4
0,156.25,68.25,81.7,8.8,31.0,0.0,11.6,-36.2
1,35.386941,32.83736,57.2,8.1,0.15,1.7,114.1,9.2
1,20.122379,42.371421,82.0,6.0,26.09,0.7,71.6,-4.8
0,63.25,63.25,70.1,7.5,31.0,0.1,21.2,-23.1
0,55.25,55.25,68.8,7.7,31.0,0.1,23.8,-18.8
0,77.75,19.75,13.4,15.1,0.0,3.5,0.4,14.3
0,106.25,54.25,57.2,9.7,31.0,0.1,7.8,-36.2
0,19.25,-24.75,40.3,14.6,0.0,6.3,43.0,20.1
0,108.25,55.75,63.5,9.7,31.0,0.0,5.6,-37.5
0,90.25,68.75,79.2,6.8,31.0,0.2,27.6,-31.2
0,52.25,33.25,44.4,11.6,25.04,1.2,18.0,-3.8
0,71.25,55.75,47.9,8.3,31.0,0.0,4.2,-26.0
0,57.25,59.25,76.0,6.6,31.0,0.0,46.8,-18.3
0,96.25,23.75,29.1,12.3,0.0,2.2,19.9,11.8
0,73.75,61.25,64.0,7.0,31.0,0.0,20.7,-25.2
0,139.75,69.25,53.9,7.2,31.0,0.0,7.2,-47.7
0,153.25,61.75,72.5,8.1,31.0,0.1,20.1,-35.1
0,59.25,25.75,40.7,10.5,0.0,2.7,6.7,14.6
0,83.75,47.75,49.4,9.7,31.0,0.1,10.4,-24.9
0,109.75,67.25,73.2,7.7,31.0,0.0,12.6,-35.5
1,20.290145,40.88734,78.0,7.3,23.68,0.8,93.4,-2.6
0,72.75,64.75,81.4,6.2,31.0,0.0,25.2,-24.2
0,48.75,52.25,71.3,6.6,31.0,0.1,40.6,-14.4
1,22.39759,42.224327,80.4,6.6,25.78,0.7,28.2,-4.5
0,74.75,61.75,71.5,6.9,31.0,0.0,19.9,-25.4
0,111.25,23.25,76.5,6.0,3.91,1.6,22.1,5.8
0,25.75,28.75,23.9,12.9,1.01,2.8,0.5,7.9
0,38.75,29.25,33.1,12.4,3.39,2.9,0.0,6.1
0,151.75,61.25,69.4,7.5,31.0,0.1,16.2,-32.9
1,19.544564,41.915077,73.6,7.7,14.72,0.8,117.4,1.2
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
0,136.75,51.75,46.8,11.1,31.0,0.0,11.4,-28.0
0,41.25,52.25,79.8,5.8,30.76,0.2,43.0,-12.0
0,112.75,71.75,67.9,6.3,31.0,0.0,21.7,-37.8
0,31.25,39.25,73.0,7.1,22.73,0.8,35.9,-1.9
0,110.75,37.25,34.3,11.8,31.0,0.9,1.5,-14.4
1,19.544564,41.915077,73.6,7.7,14.72,0.8,117.4,1.2
1,23.83967,41.68827,80.8,6.4,25.99,0.9,33.9,-4.7
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
0,78.75,52.75,53.9,9.0,31.0,0.1,6.7,-26.3
0,96.75,36.25,39.6,13.2,31.0,0.8,1.6,-17.5
0,90.25,59.75,71.4,7.8,31.0,0.0,20.7,-29.0
0,54.75,43.75,68.2,8.6,29.61,0.7,8.7,-9.2
1,19.531519,42.8673,78.7,5.8,27.59,0.9,65.2,-6.4
0,87.25,29.25,36.8,18.7,31.0,1.2,3.5,-20.3
0,80.75,53.25,59.5,8.7,31.0,0.1,12.1,-26.2
